-10	-6	-5	14720365033999999e-21
-8	-8	-5	29440730067999998e-21
-6	-10	-5	14720365033999999e-21
-8	-6	-5	-29440730067999998e-21
-6	-8	-5	-29440730067999998e-21
-8	-4	-5	29440730067999998e-21
-6	-6	-5	7360179395999999e-20
-4	-8	-5	29440730067999998e-21
-10	0	-5	29440730067999998e-21
-8	-2	-5	58881460135999995e-21
-6	-4	-5	-6341503722e-32
-4	-6	-5	-6341503722e-32
-2	-8	-5	58881460135999995e-21
0	-10	-5	29440730067999998e-21
-8	0	-5	-58881460135999995e-21
-6	-2	-5	-4416109510199999e-20
-4	-4	-5	29440730067999998e-21
-2	-6	-5	-4416109510199999e-20
0	-8	-5	-58881460135999995e-21
-8	2	-5	58881460135999995e-21
-6	0	-5	0.00014720365033999997
-4	-2	-5	58881460135999995e-21
-2	-4	-5	58881460135999995e-21
0	-6	-5	0.00014720365033999997
2	-8	-5	58881460135999995e-21
-10	6	-5	14720365033999999e-21
-8	4	-5	29440730067999998e-21
-6	2	-5	-4416109510199999e-20
-4	0	-5	-6341503722e-32
-2	-2	-5	-0.05430933246
0	-4	-5	-6341503722e-32
2	-6	-5	-4416109510199999e-20
4	-8	-5	29440730067999998e-21
6	-10	-5	14720365033999999e-21
-8	6	-5	-29440730067999998e-21
-6	4	-5	-6341503722e-32
-4	2	-5	58881460135999995e-21
-2	0	-5	-8832217772e-14
0	-2	-5	-8832217772e-14
2	-4	-5	58881460135999995e-21
4	-6	-5	-6341503722e-32
6	-8	-5	-29440730067999998e-21
-8	8	-5	29440730067999998e-21
-6	6	-5	7360179395999999e-20
-4	4	-5	29440730067999998e-21
-2	2	-5	-0.05430933246
0	0	-5	0.00029440730067999994
2	-2	-5	-0.05430933246
4	-4	-5	29440730067999998e-21
6	-6	-5	7360179395999999e-20
8	-8	-5	29440730067999998e-21
-6	8	-5	-29440730067999998e-21
-4	6	-5	-6341503722e-32
-2	4	-5	58881460135999995e-21
0	2	-5	-8832217772e-14
2	0	-5	-8832217772e-14
4	-2	-5	58881460135999995e-21
6	-4	-5	-6341503722e-32
8	-6	-5	-29440730067999998e-21
-6	10	-5	14720365033999999e-21
-4	8	-5	29440730067999998e-21
-2	6	-5	-4416109510199999e-20
0	4	-5	-6341503722e-32
2	2	-5	-0.05430933246
4	0	-5	-6341503722e-32
6	-2	-5	-4416109510199999e-20
8	-4	-5	29440730067999998e-21
10	-6	-5	14720365033999999e-21
-2	8	-5	58881460135999995e-21
0	6	-5	0.00014720365033999997
2	4	-5	58881460135999995e-21
4	2	-5	58881460135999995e-21
6	0	-5	0.00014720365033999997
8	-2	-5	58881460135999995e-21
0	8	-5	-58881460135999995e-21
2	6	-5	-4416109510199999e-20
4	4	-5	29440730067999998e-21
6	2	-5	-4416109510199999e-20
8	0	-5	-58881460135999995e-21
0	10	-5	29440730067999998e-21
2	8	-5	58881460135999995e-21
4	6	-5	-6341503722e-32
6	4	-5	-6341503722e-32
8	2	-5	58881460135999995e-21
10	0	-5	29440730067999998e-21
4	8	-5	29440730067999998e-21
6	6	-5	7360179395999999e-20
8	4	-5	29440730067999998e-21
6	8	-5	-29440730067999998e-21
8	6	-5	-29440730067999998e-21
6	10	-5	14720365033999999e-21
8	8	-5	29440730067999998e-21
10	6	-5	14720365033999999e-21
-10	-6	-4	-29440730067999998e-21
-8	-8	-4	-58881460135999995e-21
-6	-10	-4	-29440730067999998e-21
-8	-6	-4	6341503722e-32
-6	-8	-4	6341503722e-32
-8	-4	-4	0.027125228957999997
-6	-6	-4	-0.027360752101999994
-4	-8	-4	0.027125228957999997
-10	0	-4	-58881460135999995e-21
-8	-2	-4	-0.05457429911799999
-6	-4	-4	58881460135999995e-21
-4	-6	-4	58881460135999995e-21
-2	-8	-4	-0.05457429911799999
0	-10	-4	-58881460135999995e-21
-8	0	-4	-0.05442709403199999
-6	-2	-4	0.05451541833199999
-4	-4	-4	-0.05442709403199999
-2	-6	-4	0.05451541833199999
0	-8	-4	-0.05442709403199999
-8	2	-4	-0.05457429911799999
-6	0	-4	0.05413269010199999
-4	-2	-4	-0.027301871316
-2	-4	-4	-0.027301871316
0	-6	-4	0.05413269010199999
2	-8	-4	-0.05457429911799999
-10	6	-4	-29440730067999998e-21
-8	4	-4	0.027125228957999997
-6	2	-4	0.05451541833199999
-4	0	-4	0.05454486184599999
-2	-2	-4	-0.00023552582805999998
0	-4	-4	0.05454486184599999
2	-6	-4	0.05451541833199999
4	-8	-4	0.027125228957999997
6	-10	-4	-29440730067999998e-21
-8	6	-4	6341503722e-32
-6	4	-4	58881460135999995e-21
-4	2	-4	-0.027301871316
-2	0	-4	-0.0814640299
0	-2	-4	-0.0814640299
2	-4	-4	-0.027301871316
4	-6	-4	58881460135999995e-21
6	-8	-4	6341503722e-32
-8	8	-4	-58881460135999995e-21
-6	6	-4	-0.027360752101999994
-4	4	-4	-0.05442709403199999
-2	2	-4	-0.00023552582805999998
0	0	-4	0.13547892722
2	-2	-4	-0.00023552582805999998
4	-4	-4	-0.05442709403199999
6	-6	-4	-0.027360752101999994
8	-8	-4	-58881460135999995e-21
-6	8	-4	-6341503722e-32
-4	6	-4	58881460135999995e-21
-2	4	-4	-0.027301871316
0	2	-4	-0.0814640299
2	0	-4	-0.0814640299
4	-2	-4	-0.027301871316
6	-4	-4	58881460135999995e-21
8	-6	-4	-6341503722e-32
-6	10	-4	-29440730067999998e-21
-4	8	-4	0.027125228957999997
-2	6	-4	0.05451541833199999
0	4	-4	0.05454486184599999
2	2	-4	-0.00023552582805999998
4	0	-4	0.05454486184599999
6	-2	-4	0.05451541833199999
8	-4	-4	0.027125228957999997
10	-6	-4	-29440730067999998e-21
-2	8	-4	-0.05457429911799999
0	6	-4	0.05413269010199999
2	4	-4	-0.027301871316
4	2	-4	-0.027301871316
6	0	-4	0.05413269010199999
8	-2	-4	-0.05457429911799999
0	8	-4	-0.05442709403199999
2	6	-4	0.05451541833199999
4	4	-4	-0.05442709403199999
6	2	-4	0.05451541833199999
8	0	-4	-0.05442709403199999
0	10	-4	-58881460135999995e-21
2	8	-4	-0.05457429911799999
4	6	-4	58881460135999995e-21
6	4	-4	58881460135999995e-21
8	2	-4	-0.05457429911799999
10	0	-4	-58881460135999995e-21
4	8	-4	0.027125228957999997
6	6	-4	-0.027360752101999994
8	4	-4	0.027125228957999997
6	8	-4	-6341503722e-32
8	6	-4	-6341503722e-32
6	10	-4	-29440730067999998e-21
8	8	-4	-58881460135999995e-21
10	6	-4	-29440730067999998e-21
-12	-4	-3	-29440730067999998e-21
-10	-6	-3	-14720365033999999e-21
-8	-8	-3	0.054456537546
-6	-10	-3	-14720365033999999e-21
-4	-12	-3	-29440730067999998e-21
-12	-2	-3	-29440730067999998e-21
-10	-4	-3	0.027125228957999997
-8	-6	-3	-12683013686e-32
-6	-8	-3	-6525193297999999e-36
-4	-10	-3	0.027125228957999997
-2	-12	-3	-29440730067999998e-21
-10	-2	-3	-0.05451541833199999
-8	-4	-3	0.10970795634
-6	-6	-3	0.21943064379999996
-4	-8	-3	0.10970795634
-2	-10	-3	-0.05451541833199999
-12	2	-3	-29440730067999998e-21
-10	0	-3	-0.02724299053
-8	-2	-3	0.0008832217771999999
-6	-4	-3	-0.18484222372
-4	-6	-3	-0.18484222372
-2	-8	-3	0.0008832217771999999
0	-10	-3	-0.02724299053
2	-12	-3	-29440730067999998e-21
-12	4	-3	-29440730067999998e-21
-10	2	-3	-0.05451541833199999
-8	0	-3	-0.16328129457999999
-6	-2	-3	0.14174982767999997
-4	-4	-3	0.22468584601999997
-2	-6	-3	0.14174982767999997
0	-8	-3	-0.16328129457999999
2	-10	-3	-0.05451541833199999
