-10	-6	-5	13884461361999998e-21
-8	-8	-5	27768928966e-15
-6	-10	-5	13884461361999998e-21
-8	-6	-5	-27768928966e-15
-6	-8	-5	-27768928966e-15
-8	-4	-5	27768928966e-15
-6	-6	-5	6942233801999998e-20
-4	-8	-5	27768928966e-15
-10	0	-5	27768928966e-15
-8	-2	-5	5553785168999999e-20
-6	-4	-5	27771425766e-32
-4	-6	-5	27771425766e-32
-2	-8	-5	5553785168999999e-20
0	-10	-5	27768928966e-15
-8	0	-5	-5553785168999999e-20
-6	-2	-5	-4165339032799999e-20
-4	-4	-5	27768928966e-15
-2	-6	-5	-4165339032799999e-20
0	-8	-5	-5553785168999999e-20
-8	2	-5	5553785168999999e-20
-6	0	-5	0.00013884461361999997
-4	-2	-5	5553785168999999e-20
-2	-4	-5	5553785168999999e-20
0	-6	-5	0.00013884461361999997
2	-8	-5	5553785168999999e-20
-10	6	-5	13884461361999998e-21
-8	4	-5	27768928966e-15
-6	2	-5	-4165339032799999e-20
-4	0	-5	27771425766e-32
-2	-2	-5	-0.054316023883999996
0	-4	-5	27771425766e-32
2	-6	-5	-4165339032799999e-20
4	-8	-5	27768928966e-15
6	-10	-5	13884461361999998e-21
-8	6	-5	-27768928966e-15
-6	4	-5	27771425766e-32
-4	2	-5	5553785168999999e-20
-2	0	-5	-8330679314e-14
0	-2	-5	-8330679314e-14
2	-4	-5	5553785168999999e-20
4	-6	-5	27771425766e-32
6	-8	-5	-27768928966e-15
-8	8	-5	27768928966e-15
-6	6	-5	6942233801999998e-20
-4	4	-5	27768928966e-15
-2	2	-5	-0.054316023883999996
0	0	-5	0.00027768928966
2	-2	-5	-0.054316023883999996
4	-4	-5	27768928966e-15
6	-6	-5	6942233801999998e-20
8	-8	-5	27768928966e-15
-6	8	-5	-27768928966e-15
-4	6	-5	27771425766e-32
-2	4	-5	5553785168999999e-20
0	2	-5	-8330679314e-14
2	0	-5	-8330679314e-14
4	-2	-5	5553785168999999e-20
6	-4	-5	27771425766e-32
8	-6	-5	-27768928966e-15
-6	10	-5	13884461361999998e-21
-4	8	-5	27768928966e-15
-2	6	-5	-4165339032799999e-20
0	4	-5	27771425766e-32
2	2	-5	-0.054316023883999996
4	0	-5	27771425766e-32
6	-2	-5	-4165339032799999e-20
8	-4	-5	27768928966e-15
10	-6	-5	13884461361999998e-21
-2	8	-5	5553785168999999e-20
0	6	-5	0.00013884461361999997
2	4	-5	5553785168999999e-20
4	2	-5	5553785168999999e-20
6	0	-5	0.00013884461361999997
8	-2	-5	5553785168999999e-20
0	8	-5	-5553785168999999e-20
2	6	-5	-4165339032799999e-20
4	4	-5	27768928966e-15
6	2	-5	-4165339032799999e-20
8	0	-5	-5553785168999999e-20
0	10	-5	27768928966e-15
2	8	-5	5553785168999999e-20
4	6	-5	27771425766e-32
6	4	-5	27771425766e-32
8	2	-5	5553785168999999e-20
10	0	-5	27768928966e-15
4	8	-5	27768928966e-15
6	6	-5	6942233801999998e-20
8	4	-5	27768928966e-15
6	8	-5	-27768928966e-15
8	6	-5	-27768928966e-15
6	10	-5	13884461361999998e-21
8	8	-5	27768928966e-15
10	6	-5	13884461361999998e-21
-10	-6	-4	-27768928966e-15
-8	-8	-4	-5553785168999999e-20
-6	-10	-4	-27768928966e-15
