-1	-1	-5	-.054316023883999996
-1	1	-5	-.054316023883999996
1	-1	-5	-.054316023883999996
1	1	-5	-.054316023883999996
-4	-2	-4	.027130241283999997
-3	-3	-4	-.027352394064
-2	-4	-4	.027130241283999997
-4	-1	-4	-.05456594107999999
-1	-4	-4	-.05456594107999999
-4	0	-4	-.05442709403199999
-3	-1	-4	.054510406005999996
-2	-2	-4	-.05442709403199999
-1	-3	-4	.054510406005999996
0	-4	-4	-.05442709403199999
-4	1	-4	-.05456594107999999
-3	0	-4	.054149406177999994
-2	-1	-4	-.027296852748
-1	-2	-4	-.027296852748
0	-3	-4	.054149406177999994
1	-4	-4	-.05456594107999999
-4	2	-4	.027130241283999997
-3	1	-4	.054510406005999996
-2	0	-4	.054538170422
0	-2	-4	.054538170422
1	-3	-4	.054510406005999996
2	-4	-4	.027130241283999997
-2	1	-4	-.027296852748
-1	0	-4	-.08147401709999999
0	-1	-4	-.08147401709999999
1	-2	-4	-.027296852748
-3	3	-4	-.027352394064
-2	2	-4	-.05442709403199999
0	0	-4	.13551238433999999
2	-2	-4	-.05442709403199999
3	-3	-4	-.027352394064
-1	2	-4	-.027296852748
0	1	-4	-.08147401709999999
1	0	-4	-.08147401709999999
2	-1	-4	-.027296852748
-2	4	-4	.027130241283999997
-1	3	-4	.054510406005999996
0	2	-4	.054538170422
2	0	-4	.054538170422
3	-1	-4	.054510406005999996
4	-2	-4	.027130241283999997
-1	4	-4	-.05456594107999999
0	3	-4	.054149406177999994
1	2	-4	-.027296852748
2	1	-4	-.027296852748
3	0	-4	.054149406177999994
4	-1	-4	-.05456594107999999
0	4	-4	-.05442709403199999
1	3	-4	.054510406005999996
2	2	-4	-.05442709403199999
3	1	-4	.054510406005999996
4	0	-4	-.05442709403199999
1	4	-4	-.05456594107999999
4	1	-4	-.05456594107999999
2	4	-4	.027130241283999997
3	3	-4	-.027352394064
4	2	-4	.027130241283999997
-4	-4	-3	.05445486468999999
-5	-2	-3	.027130241283999997
-2	-5	-3	.027130241283999997
-5	-1	-3	-.054510406005999996
-4	-2	-3	.10965951841999999
-3	-3	-3	.21933289407999998
-2	-4	-3	.10965951841999999
-1	-5	-3	-.054510406005999996
-5	0	-3	-.027241317674
-3	-2	-3	-.18516318735999998
-2	-3	-3	-.18516318735999998
0	-5	-3	-.027241317674
-5	1	-3	-.054510406005999996
-4	0	-3	-.16328129457999999
-3	-1	-3	.14142711628
-2	-2	-3	.22428960385999996
-1	-3	-3	.14142711628
0	-4	-3	-.16328129457999999
1	-5	-3	-.054510406005999996
-5	2	-3	.027130241283999997
-3	0	-3	.16655803247999998
-2	-1	-3	-.23756315444
-1	-2	-3	-.23756315444
0	-3	-3	.16655803247999998
2	-5	-3	.027130241283999997
-4	2	-3	.10965951841999999
-3	1	-3	.14142711628
-2	0	-3	-.09835756595999999
-1	-1	-3	.2533081625
0	-2	-3	-.09835756595999999
1	-3	-3	.14142711628
2	-4	-3	.10965951841999999
-3	2	-3	-.18516318735999998
-2	1	-3	-.23756315444
-1	0	-3	-.0706441471
0	-1	-3	-.0706441471
1	-2	-3	-.23756315444
2	-3	-3	-.18516318735999998
-4	4	-3	.05445486468999999
-3	3	-3	.21933289407999998
-2	2	-3	.22428960385999996
-1	1	-3	.2533081625
0	0	-3	.1163518163
1	-1	-3	.2533081625
2	-2	-3	.22428960385999996
3	-3	-3	.21933289407999998
4	-4	-3	.05445486468999999
-2	3	-3	-.18516318735999998
-1	2	-3	-.23756315444
0	1	-3	-.0706441471
1	0	-3	-.0706441471
2	-1	-3	-.23756315444
3	-2	-3	-.18516318735999998
-2	4	-3	.10965951841999999
-1	3	-3	.14142711628
0	2	-3	-.09835756595999999
1	1	-3	.2533081625
2	0	-3	-.09835756595999999
3	-1	-3	.14142711628
4	-2	-3	.10965951841999999
-2	5	-3	.027130241283999997
0	3	-3	.16655803247999998
1	2	-3	-.23756315444
2	1	-3	-.23756315444
3	0	-3	.16655803247999998
5	-2	-3	.027130241283999997
-1	5	-3	-.054510406005999996
0	4	-3	-.16328129457999999
1	3	-3	.14142711628
2	2	-3	.22428960385999996
3	1	-3	.14142711628
4	0	-3	-.16328129457999999
5	-1	-3	-.054510406005999996
0	5	-3	-.027241317674
2	3	-3	-.18516318735999998
3	2	-3	-.18516318735999998
5	0	-3	-.027241317674
1	5	-3	-.054510406005999996
2	4	-3	.10965951841999999
3	3	-3	.21933289407999998
4	2	-3	.10965951841999999
5	1	-3	-.054510406005999996
2	5	-3	.027130241283999997
5	2	-3	.027130241283999997
4	4	-3	.05445486468999999
-5	-4	-2	.10885417558
-4	-5	-2	.10885417558
-6	-2	-2	-.05442709403199999
-5	-3	-2	.027213547015999994
-4	-4	-2	.08164061607999999
-3	-5	-2	.027213547015999994
-2	-6	-2	-.05442709403199999
-6	-1	-2	.08164061607999999
-5	-2	-2	.027269088332
-4	-3	-2	.027213547015999994
-3	-4	-2	.027213547015999994
-2	-5	-2	.027269088332
-1	-6	-2	.08164061607999999
-6	0	-2	.08164061607999999
-4	-2	-2	-.21751397528
-3	-3	-2	-.27224657775999994
-2	-4	-2	-.21751397528
0	-6	-2	.08164061607999999
-6	1	-2	.08164061607999999
-5	0	-2	.054482635348
-3	-2	-2	.10735465992
-2	-3	-2	.10735465992
0	-5	-2	.054482635348
1	-6	-2	.08164061607999999
-6	2	-2	-.05442709403199999
-4	0	-2	-.027269088332
-3	-1	-2	-.13878912223999998
-2	-2	-2	-.0663121991
-1	-3	-2	-.13878912223999998
0	-4	-2	-.027269088332
2	-6	-2	-.05442709403199999
-5	2	-2	.027269088332
-3	0	-2	.16061546121999998
-2	-1	-2	.1488136494
-1	-2	-2	.1488136494
0	-3	-2	.16061546121999998
2	-5	-2	.027269088332
-5	3	-2	.027213547015999994
-4	2	-2	-.21751397528
-3	1	-2	-.13878912223999998
-2	0	-2	-.1445094783
-1	-1	-2	-.9470868001999999
0	-2	-2	-.1445094783
1	-3	-2	-.13878912223999998
2	-4	-2	-.21751397528
3	-5	-2	.027213547015999994
-5	4	-2	.10885417558
-4	3	-2	.027213547015999994
-3	2	-2	.10735465992
-2	1	-2	.1488136494
-1	0	-2	1.8846214678
0	-1	-2	1.8846214678
1	-2	-2	.1488136494
2	-3	-2	.10735465992
3	-4	-2	.027213547015999994
4	-5	-2	.10885417558
-4	4	-2	.08164061607999999
-3	3	-2	-.27224657775999994
-2	2	-2	-.0663121991
-1	1	-2	-.9470868001999999
0	0	-2	.6514588139999999
1	-1	-2	-.9470868001999999
2	-2	-2	-.0663121991
3	-3	-2	-.27224657775999994
4	-4	-2	.08164061607999999
-4	5	-2	.10885417558
-3	4	-2	.027213547015999994
-2	3	-2	.10735465992
-1	2	-2	.1488136494
0	1	-2	1.8846214678
1	0	-2	1.8846214678
2	-1	-2	.1488136494
3	-2	-2	.10735465992
4	-3	-2	.027213547015999994
5	-4	-2	.10885417558
-3	5	-2	.027213547015999994
-2	4	-2	-.21751397528
-1	3	-2	-.13878912223999998
0	2	-2	-.1445094783
1	1	-2	-.9470868001999999
2	0	-2	-.1445094783
3	-1	-2	-.13878912223999998
4	-2	-2	-.21751397528
5	-3	-2	.027213547015999994
-2	5	-2	.027269088332
0	3	-2	.16061546121999998
1	2	-2	.1488136494
2	1	-2	.1488136494
3	0	-2	.16061546121999998
5	-2	-2	.027269088332
-2	6	-2	-.05442709403199999
0	4	-2	-.027269088332
1	3	-2	-.13878912223999998
2	2	-2	-.0663121991
3	1	-2	-.13878912223999998
4	0	-2	-.027269088332
6	-2	-2	-.05442709403199999
-1	6	-2	.08164061607999999
0	5	-2	.054482635348
2	3	-2	.10735465992
3	2	-2	.10735465992
5	0	-2	.054482635348
6	-1	-2	.08164061607999999
0	6	-2	.08164061607999999
2	4	-2	-.21751397528
3	3	-2	-.27224657775999994
4	2	-2	-.21751397528
6	0	-2	.08164061607999999
1	6	-2	.08164061607999999
2	5	-2	.027269088332
3	4	-2	.027213547015999994
4	3	-2	.027213547015999994
5	2	-2	.027269088332
6	1	-2	.08164061607999999
2	6	-2	-.05442709403199999
3	5	-2	.027213547015999994
4	4	-2	.08164061607999999
5	3	-2	.027213547015999994
6	2	-2	-.05442709403199999
4	5	-2	.10885417558
5	4	-2	.10885417558
-6	-3	-1	-.13606773507999997
-5	-4	-1	-.10885417558
-4	-5	-1	-.10885417558
-3	-6	-1	-.13606773507999997
-6	-2	-1	.10888195247999999
-5	-3	-1	.19049485408
-4	-4	-1	-.05445486468999999
-3	-5	-1	.19049485408
-2	-6	-1	.10888195247999999
-6	-1	-1	.27224657775999994
-4	-3	-1	.027352394064
-3	-4	-1	.027352394064
