222.84	-14790.1 -69.683 45.9916 -206.607 343 111.752 -33.1536 22.8337 -104.25
217.595	-15916 28.214 0.0352756 -215.758 343 106.775 16.2632 2.53105 -105.499
219.7	-14495.2 142.307 -146.844 -80.3339 343 107.774 73.4985 -66.9118 -41.6647
236.083	-16311.6 40.6783 38.1354 -229.404 343 119.9 22.1162 23.6166 -115.452
243.339	-16424.8 -95.6003 -166.295 -149.735 343 121.67 -54.3402 -80.3394 -73.4601
222.019	-16166.1 -105.371 2.7282 195.402 343 107.251 -49.936 1.0317 94.9113
227.852	-15067.1 17.0589 31.7638 -224.981 343 114.893 0.974102 12.2628 -114.233
240.734	-15504.7 98.052 -107.646 191.705 343 123.835 57.6795 -55.3749 94.5608
223.017	-15275 -46.5523 65.2784 -208.107 343 112.056 -22.5714 29.8764 -105.614
234.03	-16081.3 162.54 96.9537 137.662 343 117.086 78.895 49.1391 71.2044
228.803	-15348.6 -51.9796 -41.2294 218.973 343 113.971 -29.2384 -16.1026 108.973
240.98	-17250.8 144.822 158.502 -109.431 343 121.02 75.6184 79.3824 -51.2468
234.204	-15995.4 -45.1345 -10.7013 229.564 343 123.46 -30.5436 -4.26432 119.546
224.546	-16035.2 -138.105 -98.9489 146.823 343 108.791 -71.3097 -43.0307 69.9911
238.305	-16930.5 -14.36 233.931 -43.1198 343 115.455 -4.00763 113.3 -21.8402
215.614	-16462.5 37.1211 15.2119 -211.849 343 108.805 24.629 -2.78748 -105.944
243.643	-17625.7 -59.7879 10.7738 -235.948 343 120.843 -29.7883 4.18807 -117.039
226.196	-15572.2 -79.5455 117.806 175.951 343 110.94 -43.4794 56.0585 85.2914
254.702	-17466.9 109.148 -204.899 104.766 343 129.575 54.0808 -101.556 59.5928
223.342	-15197.9 -71.6392 70.9329 199.293 343 115.605 -34.0085 40.1763 102.926
240.348	-16222.6 -116.463 -38.7369 206.647 343 120.287 -60.2608 -19.1848 102.321
223.665	-15057.8 42.7609 -96.2422 197.32 343 105.959 13.4826 -46.2169 94.3899
233.613	-16300.3 -14.2561 41.2367 229.503 343 118.607 -3.22746 22.8043 116.349
215.516	-14627.2 -16.5842 -42.588 -210.614 343 109.548 -17.1391 -16.7349 -106.897
227.011	-15374 40.8889 -63.5849 -214.053 343 112.724 24.8571 -35.6579 -104.007
236.789	-17033.5 -35.5503 -56.3561 -227.22 343 115.479 -23.3647 -31.5516 -108.6
242.31	-16397.1 56.9236 71.2227 -224.502 343 119.6 24.5283 33.0525 -112.294
228.67	-15527.8 -90.2893 -2.04257 -210.08 343 114.827 -47.3548 -3.21493 -104.558
236.563	-15568.9 -47.7904 -125.044 -195.043 343 119.349 -25.0771 -62.2138 -98.7153
232.031	-15490.5 -34.4954 -17.6638 228.771 343 111.553 -14.5165 -5.52252 110.466
236.435	-16297.4 -6.56778 -6.12 -236.265 343 116.281 -3.43939 -3.83319 -116.166
237.685	-15730.7 -90.2525 4.3924 -219.84 343 119.083 -47.1104 -0.178751 -109.368
249.785	-17840 93.5613 -20.1562 -230.722 343 127.384 52.3652 -10.2208 -115.672
244.14	-16440.8 83.5977 109.945 -201.316 343 125.284 41.2163 56.1598 -104.131
246.749	-17608.5 -20.2947 1.69408 -245.907 343 125.324 -9.9685 1.58923 -124.917
230.488	-15786 10.8429 76.0865 -217.297 343 115.572 6.72875 38.0876 -108.908
225.19	-14920.2 121.506 -2.01734 -189.586 343 116.988 65.0004 4.66319 -97.1561
229.066	-16081.7 127.866 65.73 178.329 343 113.908 63.0477 30.5955 89.7991
222.505	-14095.1 -68.9185 68.7954 -200.065 343 112.468 -34.9996 37.1906 -100.205
232.753	-15310.2 61.7801 -26.9817 222.776 343 117.535 29.1134 -8.57539 113.549
251.355	-19011.1 -105.278 22.685 227.115 343 122.264 -52.7242 15.938 109.154
246.596	-17705.7 -22.7288 73.6305 -234.247 343 125.298 -15.3589 34.9017 -119.355
200.126	-14512.3 -58.3406 -29.4611 -189.153 343 110.574 -35.4134 -14.1768 -103.786
231.494	-17672.5 11.0996 -57.7361 223.904 343 116.693 6.75088 -27.6886 113.159
249.512	-18077.8 108.164 -162.196 -155.723 343 124.441 58.1356 -78.8221 -76.766
231.842	-16812.2 -2.21963 -41.1999 228.141 343 120.642 -5.85939 -18.8138 119.022
231.101	-15430.6 -11.4818 64.153 -221.721 343 116.622 -13.3046 33.3579 -110.955
239.897	-17350.5 66.2631 0.579587 230.563 343 122.109 27.3054 2.05293 118.999
226.859	-15327.4 16.8981 -48.1338 -221.049 343 113.094 17.1298 -19.8724 -110.009
235.084	-17434.1 84.5703 -9.45779 -219.141 343 116.473 36.4161 -0.972423 -110.63
244.869	-18173.1 147.883 -119.9 -153.999 343 126.247 79.1476 -62.4236 -76.0087
237.349	-15730.5 -24.5105 -41.3239 232.435 343 122.391 -11.5205 -18.7679 120.394
245.5	-17166.2 -77.0615 -63.1021 -224.388 343 121.227 -36.7364 -31.2965 -111.207
222.133	-16977.1 -89.4775 -94.6175 -179.957 343 109.961 -44.2387 -44.2067 -90.4438
244.307	-16608.1 -36.9135 -43.5932 237.535 343 121.563 -18.3989 -20.1266 118.465
210.561	-14860.7 -48.1638 44.7139 200.042 343 109.066 -21.0476 29.773 102.791
237.854	-16936.1 -11.2679 69.3343 227.245 343 116.518 -6.37732 36.033 110.623
241.211	-16265.1 66.8253 31.4105 -229.631 343 122.576 30.4198 13.9123 -117.924
227.908	-15913 0.0907116 -4.60466 227.861 343 116.824 0.0191921 7.1975 116.602
236.896	-15769.1 87.2332 24.7729 -218.853 343 119.461 39.4964 12.4994 -112.048
230.575	-15533.9 -80.8869 -113.395 -183.749 343 118.091 -41.9441 -55.5827 -95.3774
217.791	-15485.9 70.9055 -16.2447 205.283 343 113.916 36.2079 -7.5832 107.742
221.491	-14194 -2.96123 -39.0068 -218.009 343 116.374 -1.83889 -15.895 -115.269
242.353	-16286.1 -51.9397 -78.5393 -223.313 343 121.808 -24.5285 -37.8228 -113.159
200.113	-12940.1 87.5811 -38.4444 -175.775 343 102.641 48.2737 -11.9213 -89.7928
