88.9603	-3402.57 32.0702 -11.5171 -82.1754 343 44.9268 17.2291 -4.07685 -41.2911
75.3579	-2244.33 7.37888 64.69 -37.9418 343 39.4882 8.84026 33.9524 -18.122
33.4257	-2845.19 -4.65335 -32.3249 7.12175 343 16.6351 0.0639788 -16.5049 2.07646
48.09	-4653.54 -26.9367 -39.8284 -0.872951 343 28.3916 -17.4821 -21.0277 -7.63515
40.8104	-2298.98 16.8047 -36.8197 -5.23481 343 26.9958 2.85618 -26.8194 -1.15489
51.0687	58.3324 -33.3487 -15.6345 35.3757 343 26.985 -17.0649 -8.75397 18.9827
61.6909	-3162.96 -6.86109 -16.1834 -59.1336 343 24.7335 -0.887788 -11.1071 -22.0814
80.7676	-4774.82 5.87585 -64.1133 -48.7685 343 46.0263 3.26486 -35.2504 -29.4137
109.017	-6317.27 -21.1013 8.0889 106.649 343 55.758 -10.4623 7.37953 54.2682
82.8145	-5085.34 -55.9712 13.9778 -59.4146 343 44.6597 -28.7663 2.97718 -34.0313
99.5389	-2192.7 -37.0812 59.8739 -70.3427 343 48.1981 -9.89873 29.748 -36.6077
92.0238	-2464.86 -26.5448 -14.8192 -86.857 343 45.9623 -19.3274 -0.803969 -41.6934
72.42	-2640.05 -13.5982 -65.6518 27.3785 343 45.236 -14.3314 -38.4452 19.0492
86.4585	-3930.82 24.6232 -45.8369 69.0489 343 45.5895 4.69633 -28.2462 35.4754
59.3086	-4802.41 -38.5671 44.991 -2.43004 343 33.3204 -16.6141 28.879 -0.474932
91.5558	-3385.78 -10.057 54.9088 -72.5695 343 54.3646 -7.14942 37.6358 -38.5739
55.5571	-1637.94 -19.8712 -51.8778 -0.64201 343 26.9846 -6.8232 -25.4238 5.93692
76.7902	-3615.14 42.3553 63.9152 4.1959 343 40.9653 23.8384 32.7369 6.17905
26.9666	-3151.09 11.8398 21.0307 12.0304 343 15.2458 14.3929 3.52876 3.58109
83.9399	-3351.67 -77.6774 15.8074 -27.609 343 40.1756 -36.0601 4.334 -17.1745
57.5439	-4108.88 -23.7169 -23.7283 46.7523 343 25.7355 -15.9097 -14.3291 14.2786
54.3833	-2831.89 24.0457 -33.8938 35.0793 343 32.5662 14.6249 -21.7321 19.349
95.8972	-3835.2 4.5444 31.4389 -90.4833 343 48.4494 1.65279 20.39 -43.9188
35.8928	-1164.08 23.0435 -9.84523 25.6975 343 25.3346 16.094 -15.9071 11.3926
61.8483	-4307.32 -17.0145 32.4259 -49.8426 343 34.7066 -12.5097 15.2028 -28.5819
80.334	-3091.53 -44.4967 -66.2897 -8.90413 343 44.0979 -25.2881 -34.9756 -9.04645
111.918	-5957.63 -77.73 11.5396 79.6905 343 57.9604 -36.677 7.76395 44.2032
101.688	-4903.52 -66.7561 -40.9262 64.8774 343 51.2359 -36.0782 -17.0603 32.1314
58.0341	-336.463 -6.64391 54.8765 -17.6745 343 30.082 -6.56676 29.0103 -4.49565
37.3574	-2452.33 -13.7445 31.1953 -15.2812 343 22.0645 -9.42661 6.08477 -18.9989
67.6037	-3691.36 -53.8175 -9.05681 -39.8987 343 31.2628 -18.8267 -6.79496 -24.0155
77.1087	-4169.55 -26.6585 64.7491 -32.2897 343 38.9026 -8.39351 32.3203 -19.9588
61.6675	-3831.36 8.03982 44.6139 41.8071 343 27.4907 9.2339 16.2944 20.1238
47.8741	-2578.45 4.94256 44.6004 16.6824 343 25.5176 3.61285 23.6389 8.90474
91.3508	-4388.37 -23.2758 68.7046 55.5237 343 38.292 -6.3996 26.3891 26.9989
96.6828	-6495.07 69.7 38.9264 54.5362 343 43.505 29.7131 19.5597 25.0446
83.9062	-4589.56 -78.0437 -20.8845 22.6556 343 45.2844 -39.4243 -15.6198 15.8879
63.5792	-1734.46 34.0865 -3.65391 53.545 343 29.2098 20.6356 3.40316 20.3913
20.3648	-647.733 -4.21609 -16.8591 -10.6171 343 14.195 -1.64595 -13.0285 -5.38975
93.1221	-5026.94 83.9087 -15.8243 -37.1569 343 35.5604 31.5035 -9.92038 -13.1777
118.397	-6465.48 58.649 48.4483 -90.7238 343 60.0863 28.0628 20.9737 -48.8154
116.627	-3121.94 -11.92 -11.7638 115.419 343 61.4469 -5.86537 -12.1711 59.9431
122.959	-5929.06 116.706 10.8681 -37.154 343 56.0862 53.3999 -1.367 -17.0951
94.9536	-5583.56 76.0489 53.3703 19.6051 343 42.0793 34.0393 24.4227 3.94106
73.2097	-2910.87 -31.8274 -55.0826 36.2297 343 39.667 -23.9504 -22.6342 22.0804
90.0463	-3091.56 13.4061 63.7625 -62.1527 343 49.4313 4.54941 33.8169 -35.7654
17.7111	-2519.23 -15.0982 -9.25129 -0.376083 343 8.67049 -4.60758 0.600942 -7.32028
52.3827	-1566.92 7.74935 51.6551 3.95545 343 29.4186 7.30455 28.3251 -3.12773
55.2739	-2169.46 10.8083 -52.1897 -14.6501 343 22.7281 5.10801 -20.3637 -8.70603
104.265	-4173.46 35.6905 -1.32077 -97.9578 343 52.7935 23.8157 2.37631 -47.0565
94.3452	-3983.49 -79.3716 44.8884 -24.2115 343 43.9512 -32.9119 24.4003 -15.9102
80.747	-6054.92 24.2347 4.35199 76.9014 343 41.3002 15.5026 4.45664 38.0199
80.7764	-4376.16 -30.9998 -60.7439 -43.29 343 41.2725 -14.278 -26.6272 -28.1167
104.871	-4256.34 3.16368 82.3148 64.9021 343 49.3914 2.164 37.8763 31.626
61.2934	-5309.84 -7.44546 35.9938 49.0499 343 35.4226 -4.93902 20.4507 28.498
129.961	-5738.11 -85.8593 66.9086 -71.0019 343 68.8442 -48.7979 29.6923 -38.4272
58.6874	-3674.69 43.345 3.57381 -39.4036 343 19.4686 15.7916 -4.1508 -10.603
56.7905	-5792.64 -38.5099 -40.592 9.71756 343 30.7812 -21.2626 -22.2294 1.11073
97.1321	-2666.89 -67.1065 -30.7922 63.1126 343 59.5701 -42.2891 -15.0845 39.1495
129.483	-5209.93 1.3629 -18.8916 128.09 343 65.0803 -4.05747 -2.36286 64.9107
80.0379	-2282.99 -22.5911 -68.2539 35.1727 343 45.0593 -8.3835 -40.975 16.7662
39.3476	-3567.96 -12.0764 36.3304 9.08246 343 15.1938 -10.756 10.4702 -2.35285
79.3319	-4779.65 36.1014 -27.8025 64.9404 343 44.3925 19.4068 -18.1429 35.5654
76.1551	-3556.85 63.4828 9.19972 -41.0474 343 42.3685 38.3071 5.79998 -17.147
78.8862	-2219.94 -70.3627 19.5042 -29.8616 343 39.6164 -37.1442 8.09605 -11.1455
83.2821	-3668.02 52.641 32.7599 -55.6024 343 47.3133 31.4686 15.1503 -31.9177
66.5429	-2271.74 -57.8579 8.86325 -31.6523 343 40.4767 -32.6892 9.62535 -21.8432
91.4189	-6300.82 13.9154 54.0882 -72.3757 343 57.5288 12.9358 40.5738 -38.6781
103.796	-3483.29 85.9445 -51.2722 27.5365 343 50.8082 42.8716 -26.5627 6.15813
72.5137	-3494.16 -49.9765 -45.1882 -26.8069 343 38.7233 -22.6013 -28.1452 -14.0188
