171.574	-10174.2 -100.476 -139.07 1.40768 343 90.189 -49.7897 -75.0871 -4.11997
183.024	-10878.2 101.086 -87.3729 -125.082 343 85.0248 52.1564 -40.4279 -53.6145
172.788	-10898.1 41.4201 1.36567 167.745 343 88.0842 26.8498 3.27323 83.8284
153.839	-8780.21 11.3299 -140.054 62.6335 343 75.8402 6.8432 -71.3197 24.8677
203.323	-13896.8 109.816 -60.5785 160.034 343 102.721 54.5197 -30.2825 81.6216
164.535	-8365.03 139.687 -62.7216 -60.2119 343 82.5153 66.9326 -38.0603 -29.6686
194.496	-13631.5 -3.96366 27.8228 192.455 343 98.825 -6.24166 16.5976 97.2211
187.281	-10186.1 85.4387 38.7408 -162.091 343 93.9927 40.248 18.9153 -82.8066
129.85	-8449.66 81.9885 23.626 -97.8815 343 71.7721 40.9326 6.82343 -58.5593
169.449	-11052.3 155.234 -20.1031 -64.8944 343 89.2997 79.188 -12.7716 -39.2503
176.223	-11066.8 45.6985 4.03906 170.147 343 96.831 32.2781 5.68646 91.1155
178.856	-11223.6 23.4782 44.1784 171.716 343 90.2867 13.5379 21.846 86.5515
191.67	-13518 -7.24872 20.6472 -190.417 343 95.1492 0.235068 7.46012 -94.856
199.53	-12294.2 8.31002 -56.7903 191.097 343 96.9574 -2.49475 -30.7053 91.9332
166.356	-9390.13 -100.213 6.53306 132.624 343 80.369 -51.7363 -1.59637 61.4816
171.804	-10116.6 142.892 -87.3483 -38.3252 343 86.5359 72.6802 -43.0456 -18.7917
174.462	-10663.5 -47.3422 1.57632 167.908 343 91.9765 -29.0416 2.5766 87.2332
178.04	-9440 -87.4305 154.441 14.2178 343 92.5071 -46.3902 79.7142 7.15324
162.745	-8937 151.8 -8.22176 58.0936 343 82.843 77.305 -4.79035 29.3929
150.706	-9172.07 118.139 5.86863 -93.3873 343 78.4065 61.3315 7.07621 -48.3317
172.544	-11129.5 5.12991 26.5289 170.415 343 86.7248 1.49786 15.7818 85.2636
158.467	-9492.75 10.4363 -120.233 102.698 343 77.5259 4.20102 -58.0512 51.212
171.829	-8401.84 51.4591 -163.596 -10.6527 343 84.5378 28.9751 -79.4167 0.262552
165.078	-10334.3 53.3009 -30.0775 153.313 343 86.3583 34.8951 -13.8093 77.7778
177.092	-11334.1 60.6997 -100.216 -132.793 343 86.2607 28.8224 -43.4899 -68.6935
188.724	-12192.5 -27.8512 -99.248 -158.085 343 98.1228 -7.94214 -49.3674 -84.4266
144.129	-9089.37 101.457 29.2363 -98.1065 343 73.5684 53.2164 12.3529 -49.2721
195.143	-11378.2 -11.514 -82.6132 -176.417 343 100.034 -4.79797 -42.7489 -90.3123
161.002	-9957.57 -48.7959 -84.4417 -128.102 343 87.1892 -25.5276 -48.3215 -67.9362
168.992	-11983.4 -132.331 -22.2501 102.723 343 82.5539 -65.3078 -11.6747 49.1298
153.207	-10882.9 -21.7843 -119.119 93.8537 343 74.6323 -7.66531 -60.6048 42.8753
187.327	-10651.5 -76.0727 23.741 -169.531 343 95.2138 -34.4763 12.842 -87.8187
156.751	-9377.79 113.441 -8.00954 107.879 343 82.9354 57.1691 2.8104 60.0173
175.8	-10391.7 142.294 64.7131 -80.4394 343 78.1295 61.592 30.3461 -37.2794
